ID,Category,Meal,Dish,Description,Calories,Protein,Carbs,Fats,Fiber
3391,Non-Vegetarian,Lunch,"Prawn Masala with Bowls Rice","A healthy lunch meal featuring Prawn Masala with Bowls Rice - providing excellent macronutrients.",395,23.0,48.0,10.0,3.5
3392,Non-Vegetarian,Lunch,"Goan Fish Curry and Brown Rice (Bowl) and Aloo Gobi","A nutrient-rich lunch meal featuring Goan Fish Curry and Brown Rice (Bowl) and Aloo Gobi - providing excellent macronutrients.",480,27.0,49.0,20.0,10.5
3393,Non-Vegetarian,Dinner,"Lemon Herb Fish Roast with Bowl Rice","A balanced dinner meal featuring Lemon Herb Fish Roast with Bowl Rice - providing excellent macronutrients.",280,26.0,30.0,5.0,1.0
3394,Non-Vegetarian,Dinner,"Grilled Chicken Breast with Lauki Sabzi","A home-style dinner meal featuring Grilled Chicken Breast with Lauki Sabzi - prepared with minimal oil.",235,32.0,10.0,6.0,3.0
3395,Non-Vegetarian,Evening Snack,"Prawn Tikka","A healthy evening snack meal featuring Prawn Tikka - perfect for your dietary goals.",160,20.0,2.0,8.0,1.0
3396,Non-Vegetarian,Breakfast,"3 Idlis","A high-protein breakfast meal featuring 3 Idlis - cooked in traditional Indian style.",174,6.0,36.0,0.6,2.2
3397,Non-Vegetarian,Mid Morning Snack,"Masala Oats","A nutrient-rich mid morning snack meal featuring Masala Oats - cooked in traditional Indian style.",140,5.0,24.0,3.0,4.0
3398,Non-Vegetarian,Lunch,"Mutton Curry with Bowl Rice","A delicious lunch meal featuring Mutton Curry with Bowl Rice - cooked in traditional Indian style.",420,26.0,36.0,18.0,3.0
3399,Non-Vegetarian,Lunch,"Chicken Korma and Naan and Jeera Aloo","A nutrient-rich lunch meal featuring Chicken Korma and Naan and Jeera Aloo - perfect for your dietary goals.",720,33.0,78.0,29.0,7.0
3400,Non-Vegetarian,Dinner,"Lemon Herb Fish Roast with Bowls Rice","A nutrient-rich dinner meal featuring Lemon Herb Fish Roast with Bowls Rice - providing excellent macronutrients.",410,28.0,58.0,5.0,2.0
3401,Non-Vegetarian,Dinner,"Tandoori Chicken (pieces) with Baingan Bharta","A high-protein dinner meal featuring Tandoori Chicken (pieces) with Baingan Bharta - perfect for your dietary goals.",330,30.0,19.0,15.0,7.0
3402,Non-Vegetarian,Evening Snack,"Chicken Meatballs (Baked)","A delicious evening snack meal featuring Chicken Meatballs (Baked) - cooked in traditional Indian style.",180,24.0,4.0,7.0,1.0
3403,Non-Vegetarian,Breakfast,"Besan Chilla","A balanced breakfast meal featuring Besan Chilla - cooked in traditional Indian style.",150,7.0,18.0,5.0,4.0
3404,Non-Vegetarian,Mid Morning Snack,"Cucumber Carrot Salad","A home-style mid morning snack meal featuring Cucumber Carrot Salad - perfect for your dietary goals.",40,1.0,9.0,0.0,3.0
3405,Non-Vegetarian,Lunch,"Prawn Masala with Bowl Rice","A home-style lunch meal featuring Prawn Masala with Bowl Rice - perfect for your dietary goals.",330,22.0,34.0,10.0,3.0
3406,Non-Vegetarian,Lunch,"Mutton Curry and Roti and Boondi Raita","A healthy lunch meal featuring Mutton Curry and Roti and Boondi Raita - cooked in traditional Indian style.",484,30.0,38.0,23.0,6.0
3407,Non-Vegetarian,Dinner,"Chicken Clear Soup with Bowls Rice","A balanced dinner meal featuring Chicken Clear Soup with Bowls Rice - providing excellent macronutrients.",350,16.0,60.0,3.0,3.0
3408,Non-Vegetarian,Dinner,"Grilled Chicken Breast with Cabbage Poriyal","A delicious dinner meal featuring Grilled Chicken Breast with Cabbage Poriyal - providing excellent macronutrients.",255,33.0,12.0,7.0,4.0
3409,Non-Vegetarian,Evening Snack,"Lemon Herb Fish Roast","A healthy evening snack meal featuring Lemon Herb Fish Roast - prepared with minimal oil.",150,24.0,2.0,5.0,0.0
3410,Non-Vegetarian,Breakfast,"Aloo Paratha","A balanced breakfast meal featuring Aloo Paratha - prepared with minimal oil.",230,5.0,35.0,8.0,4.0
3411,Non-Vegetarian,Mid Morning Snack,"Mixed Nuts (30g)","A healthy mid morning snack meal featuring Mixed Nuts (30g) - providing excellent macronutrients.",180,6.0,6.0,15.0,3.0
3412,Non-Vegetarian,Lunch,"Mutton Rogan Josh with Jeera Rice","A balanced lunch meal featuring Mutton Rogan Josh with Jeera Rice - providing excellent macronutrients.",470,26.5,36.0,25.0,3.2
3413,Non-Vegetarian,Lunch,"Mutton Rogan Josh and 3 Rotis and Lauki Sabzi","A nutrient-rich lunch meal featuring Mutton Rogan Josh and 3 Rotis and Lauki Sabzi - prepared with minimal oil.",702,34.0,84.0,28.0,14.0
3414,Non-Vegetarian,Dinner,"Chicken Tikka (6 pieces) with Bowls Rice","A balanced dinner meal featuring Chicken Tikka (6 pieces) with Bowls Rice - perfect for your dietary goals.",440,29.0,60.0,6.0,3.0
3415,Non-Vegetarian,Dinner,"Chicken Clear Soup with Mixed Veg Curry","A healthy dinner meal featuring Chicken Clear Soup with Mixed Veg Curry - prepared with minimal oil.",230,16.0,22.0,9.0,6.0
3416,Non-Vegetarian,Evening Snack,"Dry Chilli Chicken","A delicious evening snack meal featuring Dry Chilli Chicken - perfect for your dietary goals.",220,20.0,12.0,10.0,2.0
3417,Non-Vegetarian,Breakfast,"4 Idlis","A high-protein breakfast meal featuring 4 Idlis - cooked in traditional Indian style.",232,8.0,48.0,0.8,3.0
3418,Non-Vegetarian,Mid Morning Snack,"Roasted Chana","A nutrient-rich mid morning snack meal featuring Roasted Chana - providing excellent macronutrients.",120,6.0,18.0,2.0,5.0
3419,Non-Vegetarian,Lunch,"Prawn Masala with Bowl Rice","A home-style lunch meal featuring Prawn Masala with Bowl Rice - providing excellent macronutrients.",330,22.0,34.0,10.0,3.0
3420,Non-Vegetarian,Lunch,"Prawn Masala and Bowls Rice and Aloo Gobi","A delicious lunch meal featuring Prawn Masala and Bowls Rice and Aloo Gobi - perfect for your dietary goals.",570,27.0,80.0,14.0,9.0
3421,Non-Vegetarian,Dinner,"Chicken Reshmi Kebab with Brown Rice (Bowl)","A nutrient-rich dinner meal featuring Chicken Reshmi Kebab with Brown Rice (Bowl) - providing excellent macronutrients.",300,25.0,25.0,10.0,3.5
3422,Non-Vegetarian,Dinner,"Chicken Reshmi Kebab with Baingan Bharta","A balanced dinner meal featuring Chicken Reshmi Kebab with Baingan Bharta - perfect for your dietary goals.",320,24.0,19.0,16.0,6.0
3423,Non-Vegetarian,Evening Snack,"Tandoori Chicken (pieces)","A home-style evening snack meal featuring Tandoori Chicken (pieces) - perfect for your dietary goals.",200,28.0,3.0,8.0,1.0
3424,Non-Vegetarian,Breakfast,"Masala Dosa","A balanced breakfast meal featuring Masala Dosa - providing excellent macronutrients.",260,5.0,42.0,8.0,4.0
3425,Non-Vegetarian,Mid Morning Snack,"Moong Sprouts Salad","A nutrient-rich mid morning snack meal featuring Moong Sprouts Salad - prepared with minimal oil.",120,10.0,18.0,1.0,6.0
3426,Non-Vegetarian,Lunch,"Prawn Masala with Bowls Rice","A delicious lunch meal featuring Prawn Masala with Bowls Rice - prepared with minimal oil.",460,24.0,62.0,10.0,4.0
3427,Non-Vegetarian,Lunch,"Kadai Chicken and Bowls Rice and Bhindi Masala","A healthy lunch meal featuring Kadai Chicken and Bowls Rice and Bhindi Masala - providing excellent macronutrients.",630,30.0,80.0,20.0,9.0
3428,Non-Vegetarian,Dinner,"Prawn Tikka with Brown Rice (Bowl)","A healthy dinner meal featuring Prawn Tikka with Brown Rice (Bowl) - prepared with minimal oil.",270,23.0,24.0,9.0,4.5
3429,Non-Vegetarian,Dinner,"Tandoori Chicken (pieces) with Aloo Gobi","A home-style dinner meal featuring Tandoori Chicken (pieces) with Aloo Gobi - perfect for your dietary goals.",310,31.0,21.0,12.0,6.0
3430,Non-Vegetarian,Evening Snack,"Prawn Tikka","A home-style evening snack meal featuring Prawn Tikka - prepared with minimal oil.",160,20.0,2.0,8.0,1.0
3431,Non-Vegetarian,Breakfast,"Dalia","A high-protein breakfast meal featuring Dalia - perfect for your dietary goals.",160,4.0,32.0,1.0,5.0
3432,Non-Vegetarian,Mid Morning Snack,"Vegan Protein Shake","A home-style mid morning snack meal featuring Vegan Protein Shake - providing excellent macronutrients.",115,22.0,4.0,1.5,1.0
3433,Non-Vegetarian,Lunch,"Chicken Curry with Brown Rice (Bowl)","A balanced lunch meal featuring Chicken Curry with Brown Rice (Bowl) - providing excellent macronutrients.",350,28.0,32.0,13.0,5.5
3434,Non-Vegetarian,Lunch,"Mutton Rogan Josh and Rotis and Cucumber Raita","A delicious lunch meal featuring Mutton Rogan Josh and Rotis and Cucumber Raita - perfect for your dietary goals.",588,33.0,57.0,26.0,9.0
3435,Non-Vegetarian,Dinner,"Dry Chilli Chicken with Bowl Rice","A nutrient-rich dinner meal featuring Dry Chilli Chicken with Bowl Rice - perfect for your dietary goals.",350,22.0,40.0,10.0,3.0
3436,Non-Vegetarian,Dinner,"Chicken Meatballs (Baked) with Mushroom Do Pyaza","A home-style dinner meal featuring Chicken Meatballs (Baked) with Mushroom Do Pyaza - prepared with minimal oil.",290,28.0,14.0,13.0,4.0
3437,Non-Vegetarian,Evening Snack,"Chicken Meatballs (Baked)","A delicious evening snack meal featuring Chicken Meatballs (Baked) - providing excellent macronutrients.",180,24.0,4.0,7.0,1.0
3438,Non-Vegetarian,Breakfast,"Gobi Paratha","A home-style breakfast meal featuring Gobi Paratha - cooked in traditional Indian style.",220,5.0,33.0,7.0,5.0
3439,Non-Vegetarian,Mid Morning Snack,"Moong Sprouts Salad","A high-protein mid morning snack meal featuring Moong Sprouts Salad - perfect for your dietary goals.",120,10.0,18.0,1.0,6.0
3440,Non-Vegetarian,Lunch,"Chicken Keema with Bowls Rice","A balanced lunch meal featuring Chicken Keema with Bowls Rice - providing excellent macronutrients.",470,30.0,62.0,10.0,4.0
3441,Non-Vegetarian,Lunch,"Butter Chicken and Jeera Rice and Bhindi Masala","A balanced lunch meal featuring Butter Chicken and Jeera Rice and Bhindi Masala - cooked in traditional Indian style.",620,26.5,54.0,33.0,7.2
3442,Non-Vegetarian,Dinner,"Steamed Fish with Millet Rotis","A delicious dinner meal featuring Steamed Fish with Millet Rotis - prepared with minimal oil.",360,29.0,40.0,7.0,8.0
3443,Non-Vegetarian,Dinner,"Steamed Fish with Aloo Gobi","A delicious dinner meal featuring Steamed Fish with Aloo Gobi - prepared with minimal oil.",240,25.0,18.0,8.0,5.0
3444,Non-Vegetarian,Evening Snack,"Chicken Tikka (6 pieces)","A delicious evening snack meal featuring Chicken Tikka (6 pieces) - prepared with minimal oil.",180,25.0,4.0,6.0,1.0
3445,Non-Vegetarian,Breakfast,"Idlis","A delicious breakfast meal featuring Idlis - perfect for your dietary goals.",116,4.0,24.0,0.4,1.5
3446,Non-Vegetarian,Mid Morning Snack,"Roasted Chana","A nutrient-rich mid morning snack meal featuring Roasted Chana - prepared with minimal oil.",120,6.0,18.0,2.0,5.0
3447,Non-Vegetarian,Lunch,"Butter Chicken with Roti","A delicious lunch meal featuring Butter Chicken with Roti - cooked in traditional Indian style.",454,25.0,34.0,25.0,5.0
3448,Non-Vegetarian,Lunch,"Mutton Curry and Millet Roti and Mushroom Do Pyaza","A healthy lunch meal featuring Mutton Curry and Millet Roti and Mushroom Do Pyaza - prepared with minimal oil.",515,31.5,38.0,25.5,9.0
3449,Non-Vegetarian,Dinner,"Lemon Herb Fish Roast with Garlic Naan","A balanced dinner meal featuring Lemon Herb Fish Roast with Garlic Naan - perfect for your dietary goals.",440,32.0,45.0,14.0,2.0
3450,Non-Vegetarian,Dinner,"Lemon Herb Fish Roast with Baingan Bharta","A healthy dinner meal featuring Lemon Herb Fish Roast with Baingan Bharta - perfect for your dietary goals.",280,26.0,18.0,12.0,6.0
3451,Non-Vegetarian,Evening Snack,"Prawn Tikka","A nutrient-rich evening snack meal featuring Prawn Tikka - cooked in traditional Indian style.",160,20.0,2.0,8.0,1.0
3452,Non-Vegetarian,Breakfast,"Idlis","A nutrient-rich breakfast meal featuring Idlis - perfect for your dietary goals.",116,4.0,24.0,0.4,1.5
3453,Non-Vegetarian,Mid Morning Snack,"Buttermilk (Chaas)","A high-protein mid morning snack meal featuring Buttermilk (Chaas) - cooked in traditional Indian style.",45,2.5,4.0,1.5,0.0
3454,Non-Vegetarian,Lunch,"Chicken Curry with 3 Rotis","A balanced lunch meal featuring Chicken Curry with 3 Rotis - prepared with minimal oil.",552,34.0,76.0,15.0,11.0
3455,Non-Vegetarian,Lunch,"Fish Curry and 3 Rotis and Cabbage Poriyal","A home-style lunch meal featuring Fish Curry and 3 Rotis and Cabbage Poriyal - prepared with minimal oil.",622,33.0,86.0,18.0,14.0
3456,Non-Vegetarian,Dinner,"Chicken Tikka (6 pieces) with Millet Rotis","A delicious dinner meal featuring Chicken Tikka (6 pieces) with Millet Rotis - cooked in traditional Indian style.",410,32.0,44.0,9.0,9.0
3457,Non-Vegetarian,Dinner,"Chicken Clear Soup with Cabbage Poriyal","A high-protein dinner meal featuring Chicken Clear Soup with Cabbage Poriyal - prepared with minimal oil.",180,14.0,16.0,7.0,5.0
3458,Non-Vegetarian,Evening Snack,"Prawn Tikka","A delicious evening snack meal featuring Prawn Tikka - providing excellent macronutrients.",160,20.0,2.0,8.0,1.0
3459,Non-Vegetarian,Breakfast,"Aloo Paratha","A balanced breakfast meal featuring Aloo Paratha - cooked in traditional Indian style.",230,5.0,35.0,8.0,4.0
3460,Non-Vegetarian,Mid Morning Snack,"Greek Yogurt (cup)","A home-style mid morning snack meal featuring Greek Yogurt (cup) - cooked in traditional Indian style.",100,10.0,4.0,0.0,0.0
3461,Non-Vegetarian,Lunch,"Mutton Curry with Jeera Rice","A healthy lunch meal featuring Mutton Curry with Jeera Rice - perfect for your dietary goals.",440,26.5,36.0,21.0,3.2
3462,Non-Vegetarian,Lunch,"Chicken Keema and Garlic Naan and Baingan Bharta","A home-style lunch meal featuring Chicken Keema and Garlic Naan and Baingan Bharta - perfect for your dietary goals.",630,36.0,65.0,26.0,10.0
3463,Non-Vegetarian,Dinner,"Grilled Chicken Breast with Bowls Rice","A nutrient-rich dinner meal featuring Grilled Chicken Breast with Bowls Rice - providing excellent macronutrients.",425,35.0,56.0,3.0,2.0
3464,Non-Vegetarian,Dinner,"Lemon Herb Fish Roast with Cabbage Poriyal","A delicious dinner meal featuring Lemon Herb Fish Roast with Cabbage Poriyal - perfect for your dietary goals.",240,26.0,14.0,9.0,4.0
3465,Non-Vegetarian,Evening Snack,"Chicken Tikka (6 pieces)","A balanced evening snack meal featuring Chicken Tikka (6 pieces) - providing excellent macronutrients.",180,25.0,4.0,6.0,1.0
3466,Non-Vegetarian,Breakfast,"Plain Dosa","A healthy breakfast meal featuring Plain Dosa - providing excellent macronutrients.",133,3.0,23.0,3.0,1.0
3467,Non-Vegetarian,Mid Morning Snack,"Roasted Chana","A home-style mid morning snack meal featuring Roasted Chana - cooked in traditional Indian style.",120,6.0,18.0,2.0,5.0
3468,Non-Vegetarian,Lunch,"Chicken Keema with Bowls Rice","A nutrient-rich lunch meal featuring Chicken Keema with Bowls Rice - cooked in traditional Indian style.",405,29.0,48.0,10.0,3.5
3469,Non-Vegetarian,Lunch,"Mutton Curry and Naan and Cucumber Raita","A high-protein lunch meal featuring Mutton Curry and Naan and Cucumber Raita - providing excellent macronutrients.",610,35.0,55.0,26.0,5.0
3470,Non-Vegetarian,Dinner,"Dry Chilli Chicken with Millet Rotis","A home-style dinner meal featuring Dry Chilli Chicken with Millet Rotis - prepared with minimal oil.",450,27.0,52.0,13.0,10.0
3471,Non-Vegetarian,Dinner,"Tandoori Chicken (pieces) with Aloo Gobi","A nutrient-rich dinner meal featuring Tandoori Chicken (pieces) with Aloo Gobi - perfect for your dietary goals.",310,31.0,21.0,12.0,6.0
3472,Non-Vegetarian,Evening Snack,"Steamed Fish","A high-protein evening snack meal featuring Steamed Fish - prepared with minimal oil.",130,22.0,0.0,4.0,0.0
3473,Non-Vegetarian,Breakfast,"Appam","A healthy breakfast meal featuring Appam - perfect for your dietary goals.",120,2.0,25.0,1.5,1.0
3474,Non-Vegetarian,Mid Morning Snack,"Cucumber Carrot Salad","A delicious mid morning snack meal featuring Cucumber Carrot Salad - providing excellent macronutrients.",40,1.0,9.0,0.0,3.0
3475,Non-Vegetarian,Lunch,"Goan Fish Curry with Millet Roti","A high-protein lunch meal featuring Goan Fish Curry with Millet Roti - prepared with minimal oil.",375,24.5,29.0,16.5,6.0
3476,Non-Vegetarian,Lunch,"Prawn Masala and Garlic Naan and Boondi Raita","A home-style lunch meal featuring Prawn Masala and Garlic Naan and Boondi Raita - cooked in traditional Indian style.",580,31.0,57.0,23.0,5.0
3477,Non-Vegetarian,Dinner,"Prawn Tikka with Jeera Rice","A balanced dinner meal featuring Prawn Tikka with Jeera Rice - prepared with minimal oil.",310,22.5,30.0,11.0,2.2
3478,Non-Vegetarian,Dinner,"Lemon Herb Fish Roast with Jeera Aloo","A healthy dinner meal featuring Lemon Herb Fish Roast with Jeera Aloo - prepared with minimal oil.",300,26.0,26.0,10.0,3.0
3479,Non-Vegetarian,Evening Snack,"Boiled Egg Whites (3)","A healthy evening snack meal featuring Boiled Egg Whites (3) - providing excellent macronutrients.",51,11.0,1.0,0.0,0.0
3480,Non-Vegetarian,Breakfast,"Gobi Paratha","A home-style breakfast meal featuring Gobi Paratha - providing excellent macronutrients.",220,5.0,33.0,7.0,5.0
3481,Non-Vegetarian,Mid Morning Snack,"Chana Chaat","A healthy mid morning snack meal featuring Chana Chaat - cooked in traditional Indian style.",140,7.0,22.0,2.0,6.0
3482,Non-Vegetarian,Lunch,"Chicken Korma with Naan","A healthy lunch meal featuring Chicken Korma with Naan - cooked in traditional Indian style.",570,31.0,54.0,24.0,4.0
3483,Non-Vegetarian,Lunch,"Fish Curry and Bowls Rice and Mushroom Do Pyaza","A healthy lunch meal featuring Fish Curry and Bowls Rice and Mushroom Do Pyaza - providing excellent macronutrients.",525,29.0,60.0,17.0,5.5
3484,Non-Vegetarian,Dinner,"Grilled Chicken Breast with Bowl Rice","A balanced dinner meal featuring Grilled Chicken Breast with Bowl Rice - providing excellent macronutrients.",295,33.0,28.0,3.0,1.0
3485,Non-Vegetarian,Dinner,"Chicken Clear Soup with Jeera Aloo","A balanced dinner meal featuring Chicken Clear Soup with Jeera Aloo - cooked in traditional Indian style.",240,14.0,28.0,8.0,4.0
3486,Non-Vegetarian,Evening Snack,"Chicken Meatballs (Baked)","A delicious evening snack meal featuring Chicken Meatballs (Baked) - cooked in traditional Indian style.",180,24.0,4.0,7.0,1.0
3487,Non-Vegetarian,Breakfast,"Aloo Paratha","A balanced breakfast meal featuring Aloo Paratha - prepared with minimal oil.",230,5.0,35.0,8.0,4.0
3488,Non-Vegetarian,Mid Morning Snack,"Greek Yogurt (cup)","A healthy mid morning snack meal featuring Greek Yogurt (cup) - prepared with minimal oil.",100,10.0,4.0,0.0,0.0
3489,Non-Vegetarian,Lunch,"Fish Curry with Jeera Rice","A delicious lunch meal featuring Fish Curry with Jeera Rice - cooked in traditional Indian style.",370,24.5,36.0,14.0,2.2
